"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9820","Pay online is loading","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","12134","Backend is working","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","20240","Can start reserving a room","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","25001","Search results can be opened and displayed","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","17485","Search results via API","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","1","All the pictures are loaded","","2026-06-22","skipped","2026-06-22","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","6500","Booking form is loaded","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","19373","1st picture of the 1st card is loaded","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","6753","Main page can be opened and loaded","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","11078","Pay online is working","","2026-06-22","passed","2026-06-22","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
