"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8535","Pay online is working","","Mon Mar 23 21:29:45 UTC 2026","passed","Mon Mar 23 21:29:53 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","19563","Search results via API","","Mon Mar 23 21:29:41 UTC 2026","passed","Mon Mar 23 21:30:00 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","12514","Backend is working","","Mon Mar 23 21:29:28 UTC 2026","passed","Mon Mar 23 21:29:41 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","19107","Can start reserving a room","","Mon Mar 23 21:29:51 UTC 2026","passed","Mon Mar 23 21:30:10 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","7747","Booking form is loaded","","Mon Mar 23 21:29:29 UTC 2026","passed","Mon Mar 23 21:29:36 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","18601","1st picture of the 1st card is loaded","","Mon Mar 23 21:29:36 UTC 2026","passed","Mon Mar 23 21:29:55 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","2","All the pictures are loaded","","Mon Mar 23 21:29:28 UTC 2026","skipped","Mon Mar 23 21:29:28 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","22925","Search results can be opened and displayed","","Mon Mar 23 21:29:28 UTC 2026","passed","Mon Mar 23 21:29:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","8184","Pay online is loading","","Mon Mar 23 21:29:36 UTC 2026","passed","Mon Mar 23 21:29:45 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","8027","Main page can be opened and loaded","","Mon Mar 23 21:29:28 UTC 2026","passed","Mon Mar 23 21:29:36 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
