"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10072","Backend is working","","Mon May 04 16:26:54 UTC 2026","passed","Mon May 04 16:27:04 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","15760","Search results via API","","Mon May 04 16:27:04 UTC 2026","passed","Mon May 04 16:27:20 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","11481","Pay online is loading","","Mon May 04 16:27:01 UTC 2026","passed","Mon May 04 16:27:12 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","1","All the pictures are loaded","","Mon May 04 16:26:54 UTC 2026","skipped","Mon May 04 16:26:54 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","12324","Pay online is working","","Mon May 04 16:27:12 UTC 2026","passed","Mon May 04 16:27:25 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","21218","1st picture of the 1st card is loaded","","Mon May 04 16:27:01 UTC 2026","passed","Mon May 04 16:27:22 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","6831","Main page can be opened and loaded","","Mon May 04 16:26:54 UTC 2026","passed","Mon May 04 16:27:01 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","16963","Can start reserving a room","","Mon May 04 16:27:20 UTC 2026","passed","Mon May 04 16:27:37 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","29596","Search results can be opened and displayed","","Mon May 04 16:26:54 UTC 2026","passed","Mon May 04 16:27:23 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","6536","Booking form is loaded","","Mon May 04 16:26:54 UTC 2026","passed","Mon May 04 16:27:01 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
