"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7073","Booking form is loaded","","Sat Mar 21 12:31:00 UTC 2026","passed","Sat Mar 21 12:31:07 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","8807","Pay online is working","","Sat Mar 21 12:31:15 UTC 2026","passed","Sat Mar 21 12:31:24 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","7386","Main page can be opened and loaded","","Sat Mar 21 12:31:00 UTC 2026","passed","Sat Mar 21 12:31:07 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","21563","Search results can be opened and displayed","","Sat Mar 21 12:31:00 UTC 2026","passed","Sat Mar 21 12:31:22 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","1","All the pictures are loaded","","Sat Mar 21 12:31:00 UTC 2026","skipped","Sat Mar 21 12:31:00 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","17283","Can start reserving a room","","Sat Mar 21 12:31:22 UTC 2026","passed","Sat Mar 21 12:31:39 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","7710","Pay online is loading","","Sat Mar 21 12:31:07 UTC 2026","passed","Sat Mar 21 12:31:15 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","18062","1st picture of the 1st card is loaded","","Sat Mar 21 12:31:07 UTC 2026","passed","Sat Mar 21 12:31:26 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","10364","Backend is working","","Sat Mar 21 12:31:00 UTC 2026","passed","Sat Mar 21 12:31:10 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","15658","Search results via API","","Sat Mar 21 12:31:10 UTC 2026","passed","Sat Mar 21 12:31:26 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
