"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","All the pictures are loaded","","Sun Apr 05 15:02:44 UTC 2026","skipped","Sun Apr 05 15:02:44 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","9790","Backend is working","","Sun Apr 05 15:02:44 UTC 2026","passed","Sun Apr 05 15:02:53 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","17064","1st picture of the 1st card is loaded","","Sun Apr 05 15:02:51 UTC 2026","passed","Sun Apr 05 15:03:08 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","14716","Search results via API","","Sun Apr 05 15:02:53 UTC 2026","passed","Sun Apr 05 15:03:08 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","6650","Booking form is loaded","","Sun Apr 05 15:02:44 UTC 2026","passed","Sun Apr 05 15:02:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","8395","Pay online is working","","Sun Apr 05 15:02:57 UTC 2026","passed","Sun Apr 05 15:03:06 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","6791","Pay online is loading","","Sun Apr 05 15:02:51 UTC 2026","passed","Sun Apr 05 15:02:57 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","15944","Can start reserving a room","","Sun Apr 05 15:03:04 UTC 2026","passed","Sun Apr 05 15:03:20 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","20700","Search results can be opened and displayed","","Sun Apr 05 15:02:44 UTC 2026","passed","Sun Apr 05 15:03:04 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","6924","Main page can be opened and loaded","","Sun Apr 05 15:02:44 UTC 2026","passed","Sun Apr 05 15:02:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
