"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44458","Can start reserving a room","","Tue Mar 10 07:42:31 UTC 2026","passed","Tue Mar 10 07:43:15 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","34630","Search results via API","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:46 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","16168","Main page can be opened and loaded","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:28 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","14314","Backend is working","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:26 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","39809","Reservation is working","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomComplete"
"","62788","All the pictures are loaded","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:43:14 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","20810","Pay online is working","","Tue Mar 10 07:42:22 UTC 2026","passed","Tue Mar 10 07:42:43 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","19108","Pay online is loading","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:31 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","10197","Booking form is loaded","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:22 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","34233","Search results can be opened and displayed","","Tue Mar 10 07:42:12 UTC 2026","passed","Tue Mar 10 07:42:46 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","39215","1st picture of the 1st card is loaded","","Tue Mar 10 07:42:28 UTC 2026","passed","Tue Mar 10 07:43:07 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
