"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","All the pictures are loaded","","Thu Mar 19 19:59:46 UTC 2026","skipped","Thu Mar 19 19:59:46 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","9143","Backend is working","","Thu Mar 19 19:59:46 UTC 2026","passed","Thu Mar 19 19:59:55 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","6515","Main page can be opened and loaded","","Thu Mar 19 19:59:46 UTC 2026","passed","Thu Mar 19 19:59:52 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","13624","1st picture of the 1st card is loaded","","Thu Mar 19 19:59:52 UTC 2026","passed","Thu Mar 19 20:00:06 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","17611","Search results via API","","Thu Mar 19 19:59:46 UTC 2026","passed","Thu Mar 19 20:00:03 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","7647","Pay online is working","","Thu Mar 19 20:00:05 UTC 2026","passed","Thu Mar 19 20:00:12 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","7680","Pay online is loading","","Thu Mar 19 20:00:03 UTC 2026","passed","Thu Mar 19 20:00:11 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","18832","Search results can be opened and displayed","","Thu Mar 19 19:59:46 UTC 2026","passed","Thu Mar 19 20:00:05 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","4542","Booking form is loaded","","Thu Mar 19 20:00:03 UTC 2026","passed","Thu Mar 19 20:00:08 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","15676","Can start reserving a room","","Thu Mar 19 20:00:06 UTC 2026","passed","Thu Mar 19 20:00:21 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
