"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18661","Can start reserving a room","","Mon May 04 22:50:18 UTC 2026","passed","Mon May 04 22:50:37 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","7172","Booking form is loaded","","Mon May 04 22:49:57 UTC 2026","passed","Mon May 04 22:50:04 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","18852","Search results via API","","Mon May 04 22:50:09 UTC 2026","passed","Mon May 04 22:50:28 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","19368","1st picture of the 1st card is loaded","","Mon May 04 22:50:05 UTC 2026","passed","Mon May 04 22:50:24 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","1","All the pictures are loaded","","Mon May 04 22:49:57 UTC 2026","skipped","Mon May 04 22:49:57 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","11987","Backend is working","","Mon May 04 22:49:57 UTC 2026","passed","Mon May 04 22:50:09 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","8980","Pay online is loading","","Mon May 04 22:50:04 UTC 2026","passed","Mon May 04 22:50:13 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","11489","Pay online is working","","Mon May 04 22:50:13 UTC 2026","passed","Mon May 04 22:50:25 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","7710","Main page can be opened and loaded","","Mon May 04 22:49:57 UTC 2026","passed","Mon May 04 22:50:04 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","21718","Search results can be opened and displayed","","Mon May 04 22:49:57 UTC 2026","passed","Mon May 04 22:50:18 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
