"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11185","Pay online is working","","Sat Apr 18 19:36:58 UTC 2026","passed","Sat Apr 18 19:37:09 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","7220","Main page can be opened and loaded","","Sat Apr 18 19:35:47 UTC 2026","passed","Sat Apr 18 19:35:54 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","7035","Booking form is loaded","","Sat Apr 18 19:35:47 UTC 2026","passed","Sat Apr 18 19:35:54 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","16782","Can start reserving a room","","Sat Apr 18 19:36:05 UTC 2026","passed","Sat Apr 18 19:36:21 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","16005","Search results via API","","Sat Apr 18 19:35:57 UTC 2026","passed","Sat Apr 18 19:36:13 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","16415","Search results can be opened and displayed","","Sat Apr 18 19:35:47 UTC 2026","passed","Sat Apr 18 19:36:03 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","16850","1st picture of the 1st card is loaded","","Sat Apr 18 19:35:54 UTC 2026","passed","Sat Apr 18 19:36:11 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","9997","Backend is working","","Sat Apr 18 19:35:47 UTC 2026","passed","Sat Apr 18 19:35:57 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","1","All the pictures are loaded","","Sat Apr 18 19:35:47 UTC 2026","skipped","Sat Apr 18 19:35:47 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","10720","Pay online is loading","","Sat Apr 18 19:35:54 UTC 2026","passed","Sat Apr 18 19:36:05 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
