"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8270","Main page can be opened and loaded","","Tue Apr 21 04:43:41 UTC 2026","passed","Tue Apr 21 04:43:49 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","21759","Search results can be opened and displayed","","Tue Apr 21 04:43:41 UTC 2026","passed","Tue Apr 21 04:44:03 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","20127","Can start reserving a room","","Tue Apr 21 04:44:03 UTC 2026","passed","Tue Apr 21 04:44:23 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","21583","Search results via API","","Tue Apr 21 04:43:54 UTC 2026","passed","Tue Apr 21 04:44:16 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","17589","1st picture of the 1st card is loaded","","Tue Apr 21 04:43:49 UTC 2026","passed","Tue Apr 21 04:44:07 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","13088","Backend is working","","Tue Apr 21 04:43:41 UTC 2026","passed","Tue Apr 21 04:43:54 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","12072","Pay online is working","","Tue Apr 21 04:44:01 UTC 2026","passed","Tue Apr 21 04:44:13 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","7824","Booking form is loaded","","Tue Apr 21 04:43:41 UTC 2026","passed","Tue Apr 21 04:43:49 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","2","All the pictures are loaded","","Tue Apr 21 04:43:41 UTC 2026","skipped","Tue Apr 21 04:43:41 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","11666","Pay online is loading","","Tue Apr 21 04:43:49 UTC 2026","passed","Tue Apr 21 04:44:01 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
