"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9912","Pay online is working","","Sun Apr 26 09:01:33 UTC 2026","passed","Sun Apr 26 09:01:43 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","6549","Booking form is loaded","","Sun Apr 26 09:01:17 UTC 2026","passed","Sun Apr 26 09:01:23 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","14359","Can start reserving a room","","Sun Apr 26 09:01:36 UTC 2026","passed","Sun Apr 26 09:01:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","9630","Backend is working","","Sun Apr 26 09:01:16 UTC 2026","passed","Sun Apr 26 09:01:26 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","0","All the pictures are loaded","","Sun Apr 26 09:01:16 UTC 2026","skipped","Sun Apr 26 09:01:16 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","15123","Search results via API","","Sun Apr 26 09:01:26 UTC 2026","passed","Sun Apr 26 09:01:41 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","12859","1st picture of the 1st card is loaded","","Sun Apr 26 09:01:23 UTC 2026","passed","Sun Apr 26 09:01:36 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","6842","Main page can be opened and loaded","","Sun Apr 26 09:01:16 UTC 2026","passed","Sun Apr 26 09:01:23 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","20021","Search results can be opened and displayed","","Sun Apr 26 09:01:16 UTC 2026","passed","Sun Apr 26 09:01:36 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","9846","Pay online is loading","","Sun Apr 26 09:01:23 UTC 2026","passed","Sun Apr 26 09:01:33 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
