"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9894","Backend is working","","Thu Mar 19 05:24:41 UTC 2026","passed","Thu Mar 19 05:24:51 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","16047","Search results via API","","Thu Mar 19 05:24:51 UTC 2026","passed","Thu Mar 19 05:25:07 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","7273","Main page can be opened and loaded","","Thu Mar 19 05:24:41 UTC 2026","passed","Thu Mar 19 05:24:49 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","2","All the pictures are loaded","","Thu Mar 19 05:24:41 UTC 2026","skipped","Thu Mar 19 05:24:41 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","7040","Booking form is loaded","","Thu Mar 19 05:24:42 UTC 2026","passed","Thu Mar 19 05:24:49 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","13401","1st picture of the 1st card is loaded","","Thu Mar 19 05:24:49 UTC 2026","passed","Thu Mar 19 05:25:02 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","8582","Pay online is loading","","Thu Mar 19 05:24:49 UTC 2026","passed","Thu Mar 19 05:24:57 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","14552","Can start reserving a room","","Thu Mar 19 05:24:59 UTC 2026","passed","Thu Mar 19 05:25:14 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","9528","Pay online is working","","Thu Mar 19 05:24:57 UTC 2026","passed","Thu Mar 19 05:25:07 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","17829","Search results can be opened and displayed","","Thu Mar 19 05:24:41 UTC 2026","passed","Thu Mar 19 05:24:59 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
