"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19098","Can start reserving a room","","Thu Apr 02 23:58:45 UTC 2026","passed","Thu Apr 02 23:59:04 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","18469","1st picture of the 1st card is loaded","","Thu Apr 02 23:58:29 UTC 2026","passed","Thu Apr 02 23:58:47 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","1","All the pictures are loaded","","Thu Apr 02 23:58:21 UTC 2026","skipped","Thu Apr 02 23:58:21 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","44188","Pay online is working","","Thu Apr 02 23:58:38 UTC 2026","passed","Thu Apr 02 23:59:22 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","9410","Pay online is loading","","Thu Apr 02 23:58:29 UTC 2026","passed","Thu Apr 02 23:58:38 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","21533","Search results via API","","Thu Apr 02 23:58:34 UTC 2026","passed","Thu Apr 02 23:58:55 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","24359","Search results can be opened and displayed","","Thu Apr 02 23:58:21 UTC 2026","passed","Thu Apr 02 23:58:45 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","7766","Main page can be opened and loaded","","Thu Apr 02 23:58:21 UTC 2026","passed","Thu Apr 02 23:58:29 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","7572","Booking form is loaded","","Thu Apr 02 23:58:21 UTC 2026","passed","Thu Apr 02 23:58:29 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","13039","Backend is working","","Thu Apr 02 23:58:21 UTC 2026","passed","Thu Apr 02 23:58:34 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
