"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19411","Search results can be opened and displayed","","Sun Mar 15 14:54:41 UTC 2026","passed","Sun Mar 15 14:55:00 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","3820","Booking form is loaded","","Sun Mar 15 14:55:00 UTC 2026","passed","Sun Mar 15 14:55:04 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","8040","Pay online is working","","Sun Mar 15 14:55:03 UTC 2026","passed","Sun Mar 15 14:55:11 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","16467","1st picture of the 1st card is loaded","","Sun Mar 15 14:54:47 UTC 2026","passed","Sun Mar 15 14:55:04 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","1","All the pictures are loaded","","Sun Mar 15 14:54:40 UTC 2026","skipped","Sun Mar 15 14:54:40 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","10738","Backend is working","","Sun Mar 15 14:54:40 UTC 2026","passed","Sun Mar 15 14:54:51 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","16361","Can start reserving a room","","Sun Mar 15 14:55:04 UTC 2026","passed","Sun Mar 15 14:55:20 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","7282","Pay online is loading","","Sun Mar 15 14:55:03 UTC 2026","passed","Sun Mar 15 14:55:10 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","6587","Main page can be opened and loaded","","Sun Mar 15 14:54:40 UTC 2026","passed","Sun Mar 15 14:54:47 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","22215","Search results via API","","Sun Mar 15 14:54:40 UTC 2026","passed","Sun Mar 15 14:55:03 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
