"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14755","Search results via API","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","19219","1st picture of the 1st card is loaded","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","9433","Pay online is loading","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","0","All the pictures are loaded","","2026-07-01","skipped","2026-07-01","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","6544","Main page can be opened and loaded","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","22524","Can start reserving a room","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","6433","Booking form is loaded","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","11061","Backend is working","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","21587","Search results can be opened and displayed","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","8221","Pay online is working","","2026-07-01","passed","2026-07-01","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
