"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22701","1st picture of the 1st card is loaded","","Tue May 26 17:23:53 UTC 2026","passed","Tue May 26 17:24:16 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","10688","Pay online is loading","","Tue May 26 17:22:51 UTC 2026","passed","Tue May 26 17:23:02 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","7131","Main page can be opened and loaded","","Tue May 26 17:22:44 UTC 2026","passed","Tue May 26 17:22:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","12852","Backend is working","","Tue May 26 17:22:44 UTC 2026","passed","Tue May 26 17:22:57 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","21625","Search results can be opened and displayed","","Tue May 26 17:22:44 UTC 2026","passed","Tue May 26 17:23:06 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","6845","Booking form is loaded","","Tue May 26 17:22:44 UTC 2026","passed","Tue May 26 17:22:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","21909","Search results via API","","Tue May 26 17:22:57 UTC 2026","passed","Tue May 26 17:23:19 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","31356","Can start reserving a room","","Tue May 26 17:23:06 UTC 2026","passed","Tue May 26 17:23:37 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","0","All the pictures are loaded","","Tue May 26 17:22:44 UTC 2026","skipped","Tue May 26 17:22:44 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","8338","Pay online is working","","Tue May 26 17:23:02 UTC 2026","passed","Tue May 26 17:23:10 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
