"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20781","Can start reserving a room","","Tue Mar 31 17:01:44 UTC 2026","passed","Tue Mar 31 17:02:05 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","92449","Pay online is loading","","Tue Mar 31 17:08:05 UTC 2026","broken","Tue Mar 31 17:09:38 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","12610","Backend is working","","Tue Mar 31 16:51:09 UTC 2026","passed","Tue Mar 31 16:51:22 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","8140","Main page can be opened and loaded","","Tue Mar 31 16:51:09 UTC 2026","passed","Tue Mar 31 16:51:17 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","56455","1st picture of the 1st card is loaded","","Tue Mar 31 16:51:17 UTC 2026","passed","Tue Mar 31 16:52:14 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","54815","Pay online is working","","Tue Mar 31 17:08:05 UTC 2026","failed","Tue Mar 31 17:09:00 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","2","All the pictures are loaded","","Tue Mar 31 16:51:09 UTC 2026","skipped","Tue Mar 31 16:51:09 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","57759","Search results can be opened and displayed","","Tue Mar 31 17:01:44 UTC 2026","passed","Tue Mar 31 17:02:42 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","21549","Search results via API","","Tue Mar 31 16:51:22 UTC 2026","passed","Tue Mar 31 16:51:43 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
"","7745","Booking form is loaded","","Tue Mar 31 16:51:10 UTC 2026","passed","Tue Mar 31 16:51:17 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
