"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11918","Pay online is working","","Fri Mar 13 19:56:04 UTC 2026","passed","Fri Mar 13 19:56:16 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","13356","1st picture of the 1st card is loaded","","Fri Mar 13 19:54:20 UTC 2026","passed","Fri Mar 13 19:54:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","checkSearchFirstPic"
"","16343","Can start reserving a room","","Fri Mar 13 19:54:34 UTC 2026","passed","Fri Mar 13 19:54:50 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","7510","Main page can be opened and loaded","","Fri Mar 13 19:54:13 UTC 2026","passed","Fri Mar 13 19:54:20 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","mainPageCanBeOpenedAndLoaded"
"","9709","Pay online is loading","","Fri Mar 13 19:54:20 UTC 2026","passed","Fri Mar 13 19:54:30 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","7191","Booking form is loaded","","Fri Mar 13 19:54:13 UTC 2026","passed","Fri Mar 13 19:54:20 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openBookingForm"
"","92371","Search results can be opened and displayed","","Fri Mar 13 20:10:19 UTC 2026","broken","Fri Mar 13 20:11:51 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
"","1","All the pictures are loaded","","Fri Mar 13 19:54:13 UTC 2026","skipped","Fri Mar 13 19:54:13 UTC 2026","","smokeTests.PositiveNoRetryTests","smokeTests.PositiveNoRetryTests","checkSearchAllPics"
"","9849","Backend is working","","Fri Mar 13 19:54:13 UTC 2026","passed","Fri Mar 13 19:54:23 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","checkBackend200OK"
"","13081","Search results via API","","Fri Mar 13 19:54:23 UTC 2026","passed","Fri Mar 13 19:54:36 UTC 2026","","smokeTests.PositiveAPITests","smokeTests.PositiveAPITests","getHTMLWithSearchResults"
